Label	Date and Time	Document	Source	Scale	Scale Units	Scale Factor	Count	Area	Perimeter	Circularity	Height	Width	Gray Value (Minimum)	Gray Value (Maximum)	Gray Value (Mean)	Gray Value (Median)	Integrated Density	Histogram
Measurement 23 - Feature 122	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.088843	1.13731	0.863128	0.318182	0.363636	59	108	97.534884	104	4194	Histogram-123.csv
Measurement 23 - Feature 123	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.043388	0.8003	0.851291	0.227273	0.272727	41	109	88.285714	93	1854	Histogram-124.csv
Measurement 23 - Feature 124	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.092975	1.265875	0.729114	0.454545	0.318182	41	133	101.222222	107	4555	Histogram-125.csv
Measurement 23 - Feature 125	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.144628	1.993147	0.457492	0.409091	0.545455	51	133	98.271429	107	6879	Histogram-126.csv
Measurement 23 - Feature 126	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.095041	1.214906	0.809165	0.454545	0.272727	51	112	100.5	107	4623	Histogram-127.csv
Measurement 23 - Feature 127	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.229339	2.944071	0.3325	1.090909	0.454545	44	115	98.684685	104	10954	Histogram-128.csv
Measurement 23 - Feature 128	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.202479	2.746655	0.337274	0.727273	1.045455	87	129	105.836735	106	10372	Histogram-129.csv
Measurement 23 - Feature 129	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.188017	2.212621	0.482605	0.363636	0.863636	44	115	98.450549	106	8959	Histogram-130.csv
Measurement 23 - Feature 130	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.090909	1.17725	0.82429	0.318182	0.363636	53	108	94.840909	104	4173	Histogram-131.csv
Measurement 23 - Feature 131	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.119835	1.784703	0.472782	0.272727	0.727273	51	126	109.413793	108	6346	Histogram-132.csv
Measurement 23 - Feature 132	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.136364	1.822358	0.51599	0.5	0.590909	47	127	100.106061	106	6607	Histogram-133.csv
Measurement 23 - Feature 133	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.086777	1.13731	0.843056	0.318182	0.363636	59	121	105.047619	107	4412	Histogram-134.csv
Measurement 23 - Feature 134	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.171488	2.356784	0.387974	0.545455	0.772727	67	129	107.433735	108	8917	Histogram-135.csv
Measurement 23 - Feature 135	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.095041	1.203876	0.824059	0.363636	0.318182	100	126	108.586957	107	4995	Histogram-136.csv
Measurement 23 - Feature 136	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.088843	1.418782	0.554628	0.363636	0.545455	72	133	108.232558	108	4654	Histogram-137.csv
Measurement 23 - Feature 137	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.123967	1.38341	0.81398	0.363636	0.454545	85	131	108.85	108	6531	Histogram-138.csv
Measurement 23 - Feature 138	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.167355	2.170397	0.446448	0.727273	0.590909	69	127	105.839506	108	8573	Histogram-139.csv
Measurement 23 - Feature 139	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.045455	0.813613	0.862881	0.318182	0.181818	97	126	108	106	2376	Histogram-140.csv
Measurement 23 - Feature 140	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.103306	1.511975	0.567865	0.5	0.363636	46	131	102.44	107	5122	Histogram-141.csv
Measurement 23 - Feature 141	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.016529	0.556484	0.670733	0.090909	0.227273	107	107	107	107	856	Histogram-142.csv
Measurement 23 - Feature 142	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.11157	1.627227	0.529495	0.454545	0.545455	96	134	110.851852	108	5986	Histogram-143.csv
Measurement 23 - Feature 143	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.229339	2.986295	0.323163	0.590909	1	76	129	107.153153	108	11894	Histogram-144.csv
Measurement 23 - Feature 144	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.152893	1.580826	0.768826	0.363636	0.5	104	120	109.013514	107	8067	Histogram-145.csv
Measurement 23 - Feature 145	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.07438	1.254846	0.59359	0.318182	0.409091	94	128	111.055556	110	3998	Histogram-146.csv
Measurement 23 - Feature 146	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.140496	1.924297	0.476793	0.636364	0.545455	89	128	109.941176	108	7476	Histogram-147.csv
Measurement 23 - Feature 147	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.140496	2.006461	0.438543	0.454545	0.545455	102	130	110.705882	109	7528	Histogram-148.csv
Measurement 23 - Feature 148	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.115702	1.605169	0.564302	0.636364	0.272727	75	128	107.892857	108	6042	Histogram-149.csv
Measurement 23 - Feature 149	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.194215	2.23468	0.488722	0.818182	0.454545	75	126	106.244681	107	9987	Histogram-150.csv
Measurement 23 - Feature 150	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.086777	1.190563	0.769323	0.363636	0.318182	98	125	107.380952	107	4510	Histogram-151.csv
